,Headlines,Time,Sentiment
2761,Cramer: Facebook's troubles shouldn't weigh on the rest of FANG—or FAANNG," 7:22  PM ET Wed, 21 March 2018",1
2762,Cramer Remix: Here's how Mark Zuckerberg should respond to Facebook's crisis," 6:59  PM ET Tue, 20 March 2018",5
2763,"Cramer's lightning round: With so many great bank stocks, stay away from Wells Fargo"," 7:06  PM ET Tue, 20 March 2018",5
2764,Information is 'the modern-day weapon' and we're always under attack: Shark Tank's Robert Herjavec," 7:06  PM ET Tue, 20 March 2018",4
2765,Cramer's charts show 'signs of life' for the struggling biotech sector," 6:51  PM ET Tue, 20 March 2018",4
2766,"Cramer: Trump, the Fed and the cloud can get this market back on track"," 6:50  PM ET Tue, 20 March 2018",5
2767,Analyst who called the last pullback says it's time to buy on the dip again,"10:09  PM ET Mon, 19 March 2018",1
2768,Cramer Remix: It’s not too late to sell and raise cash," 7:01  PM ET Mon, 19 March 2018",1
2769,"Cramer's lightning round: I know people worry about Ventas, but I'm not backing down"," 7:06  PM ET Mon, 19 March 2018",3
2770,Cigna CEO on Express Scripts deal: 'This is a broadening of capabilities'," 7:47  PM ET Mon, 19 March 2018",5
2771,Cramer: Etsy is a buy after proving it can stave off Amazon," 7:46  PM ET Mon, 19 March 2018",1
2772,Cramer's playbook for Wednesday's defining Federal Reserve meeting," 7:46  PM ET Mon, 19 March 2018",4
2773,"January's record highs may have been the market top for 2018, Morgan Stanley says"," 4:39  PM ET Mon, 19 March 2018",3
2775,Cramer Remix: The magic ingredient sending Netflix to new highs," 6:59  PM ET Fri, 16 March 2018",5
2776,Cramer's lightning round: I've got too many headaches to invest in a REIT," 7:01  PM ET Fri, 16 March 2018",2
2777,Cramer: Betting against Netflix because of its content is a huge mistake," 7:23  PM ET Fri, 16 March 2018",1
2778,United Technologies CEO: 'We owe investors an answer' on whether we'll break up the company," 7:21  PM ET Fri, 16 March 2018",1
2779,United Technologies CEO: A tit-for-tat tariff battle would be a problem for customers like Boeing," 7:20  PM ET Fri, 16 March 2018",2
2780,Cramer's game plan: Navigating 2018's new market challenges," 7:20  PM ET Fri, 16 March 2018",4
2782,Cramer Remix: Wall Street can’t expect help from Washington anymore — it’s so 2017!," 7:00  PM ET Thu, 15 March 2018",5
2783,Cramer's lightning round: Stay out of Radian because housing is slowing," 7:04  PM ET Thu, 15 March 2018",3
2784,Our Samsung acquisition opened up a $55 billion market: HP Inc CEO," 7:22  PM ET Thu, 15 March 2018",5
2785,"Intel CEO bucks Broadcom rumors: 'We're heads down' on Altera, Mobileye acquisitions"," 7:21  PM ET Thu, 15 March 2018",1
2786,"Cramer: Amazon, Walmart and Target sealed the fate of the toiling Toys R Us"," 7:21  PM ET Thu, 15 March 2018",5
2787,Cramer says Republican-led Dodd-Frank rollback could lead to job cuts," 7:21  PM ET Thu, 15 March 2018",2
2788,Cramer Remix: Blast from the past Akamai is in a sweet spot for buying," 7:01  PM ET Wed, 14 March 2018",5
2789,Cramer's lightning round: Hidden giant Cintas is one of my favorite stocks," 7:05  PM ET Wed, 14 March 2018",5
2790,New SoFi CEO Anthony Noto on the 3 things his fintech company must do to outpace competition," 7:20  PM ET Wed, 14 March 2018",5
2791,"Scared of recession, millennials are using Venmo to watch their money: PayPal CEO"," 8:11  PM ET Wed, 14 March 2018",1
2792,PayPal CEO sees international potential as countries like India skip over legacy fintech," 7:19  PM ET Wed, 14 March 2018",4
2793,"Cramer: At Trump's side, Larry Kudlow will be great for the stock market"," 7:15  AM ET Thu, 15 March 2018",3
2794,Cramer Remix: How to build a Washington-proof portfolio," 6:59  PM ET Tue, 13 March 2018",5
2795,Twitter CFO: We're creating a subscription product for businesses to advertise on Twitter," 7:27  PM ET Tue, 13 March 2018",4
2797,Cramer's lightning round: Investing in Disney requires patience," 7:05  PM ET Tue, 13 March 2018",4
2798,Cramer: Square's bitcoin-related sell-offs are buying opportunities," 7:28  PM ET Tue, 13 March 2018",4
2799,"Twitter CFO: We have a lot of work to do, but everybody in the world can benefit from Twitter"," 7:26  PM ET Tue, 13 March 2018",4
2800,"Cramer: If you're investing based on Trump's tweets, you're doing it wrong"," 7:25  PM ET Tue, 13 March 2018",1
2801,Cramer Remix: Kudlow is a good choice for arguing with Trump," 7:02  PM ET Mon, 12 March 2018",4
2802,Cramer's lightning round: Freeport-McMoRan is a nice hedge on this market," 7:04  PM ET Mon, 12 March 2018",4
2804,'Worlds are being disrupted' by our data-driven approach: Splunk CEO," 7:25  PM ET Mon, 12 March 2018",2
2805,Cramer introduces tech's hottest new stock group: the 'cloud kings'," 7:24  PM ET Mon, 12 March 2018",5
2806,Cramer: Micron's strength means Intel is a buy," 7:23  PM ET Mon, 12 March 2018",5
2807,Political turmoil won't stop the markets from going higher: Wall Street veteran Yardeni," 4:01  PM ET Mon, 12 March 2018",1
2808,"Analyst nearly doubles his price target for Micron, predicting higher chip prices, dividend","12:56  PM ET Mon, 12 March 2018",2
2809,Cramer Remix: Surprise! Defense stocks' struggles aren't linked to tariffs," 7:00  PM ET Fri,  9 March 2018",1
2810,Cramer's lightning round: I screwed up on Apache and won't stop you from selling," 7:00  PM ET Fri,  9 March 2018",1
2811,Cramer: The most bullish thing about police tech play Axon isn't guidance. It's how the CEO is paid," 7:38  PM ET Fri,  9 March 2018",1
2812,Cramer: Kroger's latest quarter made all the supermarket stocks look bad," 7:38  PM ET Fri,  9 March 2018",1
2813,Cramer's game plan: Stop the hysteria and use weakness to buy," 7:36  PM ET Fri,  9 March 2018",1
2814,Cramer Remix: A takeover could be Wynn’s ticket to recovery," 7:00  PM ET Thu,  8 March 2018",1
2815,"Cramer: Buy Jack Daniels maker Brown-Forman on growth prospects, global appeal"," 7:09  PM ET Thu,  8 March 2018",5
2816,Cramer's lightning round: I can't find a reason to buy Kraft Heinz," 7:09  PM ET Thu,  8 March 2018",4
2817,Cramer: Ride-sharing is killing car sales—and it's only going to get worse," 6:50  PM ET Thu,  8 March 2018",3
2819,Cramer's market outlook improves after Cigna-Express Scripts deal," 6:47  PM ET Thu,  8 March 2018",3
2820,Cramer Remix: The red flag in the S&P 500," 7:01  PM ET Wed,  7 March 2018",5
2821,Cramer's lightning round: Microsoft is one of my absolute favorite stocks," 7:03  PM ET Wed,  7 March 2018",5
2822,Cramer recommends Nordstrom after bullish post-earnings bounce," 7:38  PM ET Wed,  7 March 2018",4
2823,Cramer's strategy session: What it'll take for me to come around on GE," 7:37  PM ET Wed,  7 March 2018",4
2824,Cramer: The wrong stocks are going up—here's what it means for investors," 7:37  PM ET Wed,  7 March 2018",1
2826,"A tariff 'destroys more jobs than it creates,' says former Obama economic advisor"," 4:38  PM ET Wed,  7 March 2018",1
2827,"Bull markets don’t die of old age – after 9 years this one has more room to go, says market watcher"," 3:31  PM ET Wed,  7 March 2018",1
2828,Daryl Guppy talks about downside targets for the DJIA and S&P 500,"12:57  AM ET Wed,  7 March 2018",4
2829,Our big move into A.I will help our clients like UnitedHealth: Cloud software CEO," 7:35  PM ET Tue,  6 March 2018",5
2830,Cramer: Trump tariff that excludes Canada and Mexico would create 'wave of jubilation' in the market," 7:12  PM ET Tue,  6 March 2018",1
2831,March laggards,"11:21  AM ET Tue,  6 March 2018",5
2832,Cramer Remix: Triniseo is the unknown stock to buy on hyped-up trade war worries," 6:59  PM ET Mon,  5 March 2018",1
2833,Cramer: Ride the wave of the PC comeback with stocks like Micron," 8:16  PM ET Mon,  5 March 2018",5
2834,Cramer's lightning round: I think Blackberry's stock is headed higher," 8:12  PM ET Mon,  5 March 2018",3
2835,Nucor CEO on Trump tariffs: 'We're treating other countries how they treat us'," 8:17  PM ET Mon,  5 March 2018",3
2836,"Cramer: When it comes to China tariffs, Alphabet's stock is the 'least shortable'"," 7:50  AM ET Tue,  6 March 2018",1
2837,Top performing sectors in March,"11:00  AM ET Mon,  5 March 2018",5
2838,Use bitcoin to hedge fears of losses during a trade war: Bitcoin bull Brian Kelly," 8:09  AM ET Mon,  5 March 2018",1
2839,Cramer Remix: We’ve already been in a trade war for ages," 7:04  PM ET Fri,  2 March 2018",5
2841,Cramer's lightning round: Now is not the time to buy Snap," 7:06  PM ET Fri,  2 March 2018",1
2842,Cramer's strategy session: Don't bottom-fish in Walmart's stock just yet," 7:11  PM ET Fri,  2 March 2018",3
2843,Cramer parses the numbers behind Trump's steel and aluminum tariffs," 7:11  PM ET Fri,  2 March 2018",4
2844,Cramer's game plan: Earnings tainted by Trump tariffs," 7:11  PM ET Fri,  2 March 2018",1
2845,New tariffs let China get 'off more or less scot-free': Former U.S. trade representative," 3:54  PM ET Fri,  2 March 2018",1
2846,CSX customers will likely bear the burden of higher steel tariffs: CEO," 7:45  PM ET Thu,  1 March 2018",3
2848,Cramer Remix: The first stock people will drop in this sell-off," 7:00  PM ET Thu,  1 March 2018",1
2849,Cramer's lightning round: Don't touch the stock of Albemarle," 7:04  PM ET Thu,  1 March 2018",1
2850,Cramer's sell-off strategy: This is a great opportunity to buy Amazon," 7:36  PM ET Thu,  1 March 2018",5
2851,Cramer: Don't be fooled—retail REITs' stocks are still very risky to own," 7:36  PM ET Thu,  1 March 2018",1
2852,Cramer: Worries about the Trump tariffs are far too extreme," 7:35  PM ET Thu,  1 March 2018",2
2853,When the S&P declines more than 2% in February," 2:14  PM ET Thu,  1 March 2018",2
2854,"Cramer Remix: Lowe’s is an underdog, but it could be worth your while"," 7:00  PM ET Wed, 28 Feb 2018",3
2855,Cramer's lightning round: Nokia has become a good spec. I'm done selling," 7:12  PM ET Wed, 28 Feb 2018",5
2856,Under Armour CEO: 2018 will be one of the most important chapters in our 22-year history," 7:21  PM ET Wed, 28 Feb 2018",5
2857,Companies that don't value trust will 'pay a terrible price': Salesforce CEO Marc Benioff," 7:20  PM ET Wed, 28 Feb 2018",1
2858,Salesforce CEO Marc Benioff: Our $20 billion revenue target just became that much more attainable," 7:19  PM ET Wed, 28 Feb 2018",5
2859,"Cramer: Use declines to buy, not sell, stocks like Boeing and Apple"," 7:30  PM ET Wed, 28 Feb 2018",1
2860,Charts: Investor euphoria caused stock market meltdown," 7:19  PM ET Tue, 27 Feb 2018",1
2861,"Cramer Remix: Even on down days, HP Inc. and Hewlett Packard Enterprise continue to win"," 7:10  PM ET Tue, 27 Feb 2018",5
2863,Cramer's charts reveal that investors' euphoria caused the stock market meltdown," 7:02  PM ET Tue, 27 Feb 2018",1
2864,"Cramer Remix: Even on down days, HP Inc. and Hewlett Packard Enterprise continue to win","10:51  AM ET Wed, 28 Feb 2018",5
2865,Cramer: 'Miracle worker' Jeff Gennette will make Macy's turnaround sustainable," 7:19  PM ET Tue, 27 Feb 2018",4
2866,Cramer's lightning round: Wall Street youngsters are weighing on oil stocks," 7:14  PM ET Tue, 27 Feb 2018",1
2867,Cramer's charts reveal that investors' euphoria caused the stock market meltdown," 7:18  PM ET Tue, 27 Feb 2018",1
2868,Cramer: Get ready for a bidding war between Disney and Comcast," 7:18  PM ET Tue, 27 Feb 2018",4
2870,A potential dip? Cramer's favorite market indicator," 7:11  PM ET Mon, 26 Feb 2018",5
2871,Cramer Remix: It's time to investigate risky VIX-related trading products," 7:00  PM ET Mon, 26 Feb 2018",4
2872,Cramer's lightning round: My biggest worry about Allergan," 7:03  PM ET Mon, 26 Feb 2018",5
2873,Cramer's favorite market indicator is signaling a potential dip," 6:42  PM ET Mon, 26 Feb 2018",5
2874,Cramer: General Mills was 'unjustly punished' for buying Blue Buffalo," 7:10  PM ET Mon, 26 Feb 2018",1
2875,Cramer's favorite market indicator is signaling a potential dip," 7:09  PM ET Mon, 26 Feb 2018",5
2876,Cramer's game plan: Back in action with a retail earnings bonanza," 7:06  PM ET Mon, 26 Feb 2018",4
2877,If the S&P jumps up the run could continue," 2:43  PM ET Thu, 22 Feb 2018",2
2878,"A high concentration of tech stocks in an index is a ‘danger sign,’ says analyst"," 7:38  PM ET Wed, 21 Feb 2018",1
2879,Greenlight Capital David Einhorn says hedge fund has never underperformed like this," 4:32  PM ET Wed, 21 Feb 2018",5
2880,"Market sell-offs 'tend to happen in three waves' and the last one is coming, strategist warns"," 7:45  AM ET Wed, 21 Feb 2018",1
2881,Top stock exchange CEO urges caution over profit on controversial volatility products,"10:27  AM ET Mon, 19 Feb 2018",5
2882,Markets post gains after CPI surprise,"10:26  AM ET Thu, 15 Feb 2018",3
2883,Following big surprises in CPI," 2:02  PM ET Wed, 14 Feb 2018",5
2885,"Banks promote volatility spikes as buying opportunities, pointing to tech and financials","10:48  AM ET Wed, 14 Feb 2018",1
2886,What to expect after the S&P drops 10% in a week," 9:41  AM ET Mon, 12 Feb 2018",5
2887,Janney:  Markets came into 2018 extremely overbought," 7:19  AM ET Mon, 12 Feb 2018",1
2888,Dow's 10 biggest sell-off losers,"11:15  PM ET Fri,  9 Feb 2018",1
2889,Cramer Remix: What could trigger a new wave of selling next week," 7:00  PM ET Fri,  9 Feb 2018",5
2890,Cramer Remix: Bonds could trigger a new wave of selling next week," 7:01  PM ET Fri,  9 Feb 2018",3
2892,3M CEO on how the Scotch Tape maker plans to seize on the $6 billion electric car market," 7:17  PM ET Fri,  9 Feb 2018",5
2893,Cramer's lightning round: You're getting an opportunity in Amazon," 6:55  PM ET Fri,  9 Feb 2018",5
2894,Cramer reviews the Dow's 10 biggest losers during the sell-off,"11:00  PM ET Fri,  9 Feb 2018",1
2895,Cramer reviews the Dow's 10 biggest losers during the sell-off," 7:29  PM ET Fri,  9 Feb 2018",1
2896,Cramer's game plan: No common stock is safe until the volatility bets unravel," 7:03  PM ET Fri,  9 Feb 2018",1
2897,Cramer Remix: Your strategy for the stock of Nvidia in a volatile market," 7:23  PM ET Thu,  8 Feb 2018",5
2898,Cramer's lightning round: Here's my playbook if you want to invest in oil," 7:15  PM ET Thu,  8 Feb 2018",5
2899,"Cramer explains the rapid sell-off: 'When the market’s not trustworthy, no one buys'"," 8:01  PM ET Thu,  8 Feb 2018",1
2900,Cramer: 4 volatility trading instruments are the 'real culprits' behind this week's market meltdown,"10:33  PM ET Thu,  8 Feb 2018",1
2901,Cramer: This market is seeing 'a similar version' of what sparked the 2008 financial crisis," 7:57  PM ET Thu,  8 Feb 2018",1
2902,"As market sell-off intensifies, a search for who, or what, to blame"," 6:50  PM ET Thu,  8 Feb 2018",2
2903,This technical analyst says the S&P 500 drop was in the charts," 9:18  PM ET Thu,  8 Feb 2018",1
2904,VONG could outperform S&P after 5% drop,"10:17  AM ET Thu,  8 Feb 2018",1
2905,Cramer Remix: I'd recommend Snap over Twitter," 7:00  PM ET Wed,  7 Feb 2018",4
2907,Cramer's lightning round: Buy Target on its revamped strategy," 7:18  PM ET Wed,  7 Feb 2018",5
2908,Hasbro CEO deflects question on Mattel talks: 'We first and foremost are investing in our business'," 7:15  PM ET Wed,  7 Feb 2018",1
2909,"Cramer: Buy Lockheed Martin, Raytheon and Harris if Congress ups defense spending"," 7:14  PM ET Wed,  7 Feb 2018",1
2910,"Cramer gets bullish on Snap after latest quarter, compares stock to Facebook's early days"," 7:38  PM ET Wed,  7 Feb 2018",1
2911,"When the market tanks, it pays to stay invested"," 3:56  PM ET Wed,  7 Feb 2018",1
2912,JP Morgan analyst Kolanovic: ‘The worst is over'," 8:07  PM ET Tue,  6 Feb 2018",1
2914,Cramer Remix: Here's the real reason the market had such an aggressive snap-back," 7:00  PM ET Tue,  6 Feb 2018",1
